"Date","HQMCB30YRP"
1996-01-01,6.96
1996-02-01,7.19
1996-03-01,7.55
1996-04-01,7.72
1996-05-01,7.82
1996-06-01,7.94
1996-07-01,7.89
1996-08-01,7.68
1996-09-01,7.87
1996-10-01,7.61
1996-11-01,7.31
1996-12-01,7.4
1997-01-01,7.62
1997-02-01,7.49
1997-03-01,7.73
1997-04-01,7.91
1997-05-01,7.79
1997-06-01,7.6
1997-07-01,7.32
1997-08-01,7.38
1997-09-01,7.3
1997-10-01,7.17
1997-11-01,7.04
1997-12-01,6.92
1998-01-01,6.78
1998-02-01,6.86
1998-03-01,6.88
1998-04-01,6.85
1998-05-01,6.84
1998-06-01,6.65
1998-07-01,6.69
1998-08-01,6.7
1998-09-01,6.68
1998-10-01,6.72
1998-11-01,6.8
1998-12-01,6.59
1999-01-01,6.59
1999-02-01,6.72
1999-03-01,6.9
1999-04-01,6.87
1999-05-01,7.16
1999-06-01,7.48
1999-07-01,7.44
1999-08-01,7.65
1999-09-01,7.68
1999-10-01,7.82
1999-11-01,7.6
1999-12-01,7.77
2000-01-01,7.98
2000-02-01,7.9
2000-03-01,7.92
2000-04-01,7.91
2000-05-01,8.36
2000-06-01,8.01
2000-07-01,7.9
2000-08-01,7.82
2000-09-01,7.93
2000-10-01,7.98
2000-11-01,7.95
2000-12-01,7.71
2001-01-01,7.48
2001-02-01,7.4
2001-03-01,7.3
2001-04-01,7.51
2001-05-01,7.49
2001-06-01,7.34
2001-07-01,7.29
2001-08-01,7.14
2001-09-01,7.36
2001-10-01,7.09
2001-11-01,6.84
2001-12-01,6.97
2002-01-01,6.84
2002-02-01,6.77
2002-03-01,7.04
2002-04-01,7.04
2002-05-01,7.04
2002-06-01,6.89
2002-07-01,6.96
2002-08-01,6.83
2002-09-01,6.48
2002-10-01,6.71
2002-11-01,6.54
2002-12-01,6.38
2003-01-01,6.33
2003-02-01,6.16
2003-03-01,6.13
2003-04-01,6.11
2003-05-01,5.68
2003-06-01,5.53
2003-07-01,6.04
2003-08-01,6.46
2003-09-01,6.24
2003-10-01,6.21
2003-11-01,6.15
2003-12-01,6.11
2004-01-01,6
2004-02-01,5.98
2004-03-01,5.8
2004-04-01,6.17
2004-05-01,6.46
2004-06-01,6.44
2004-07-01,6.26
2004-08-01,6.12
2004-09-01,5.95
2004-10-01,5.91
2004-11-01,5.88
2004-12-01,5.82
2005-01-01,5.71
2005-02-01,5.53
2005-03-01,5.77
2005-04-01,5.73
2005-05-01,5.63
2005-06-01,5.44
2005-07-01,5.54
2005-08-01,5.57
2005-09-01,5.62
2005-10-01,5.85
2005-11-01,5.93
2005-12-01,5.86
2006-01-01,5.79
2006-02-01,5.83
2006-03-01,6.01
2006-04-01,6.32
2006-05-01,6.44
2006-06-01,6.45
2006-07-01,6.42
2006-08-01,6.25
2006-09-01,6.08
2006-10-01,6.06
2006-11-01,5.84
2006-12-01,5.83
2007-01-01,5.98
2007-02-01,5.93
2007-03-01,5.92
2007-04-01,6.05
2007-05-01,6.06
2007-06-01,6.37
2007-07-01,6.37
2007-08-01,6.38
2007-09-01,6.3
2007-10-01,6.16
2007-11-01,6.2
2007-12-01,6.35
2008-01-01,6.29
2008-02-01,6.5
2008-03-01,6.58
2008-04-01,6.54
2008-05-01,6.51
2008-06-01,6.74
2008-07-01,6.9
2008-08-01,6.84
2008-09-01,7.11
2008-10-01,8.05
2008-11-01,7.91
2008-12-01,6.8
2009-01-01,6.56
2009-02-01,7.01
2009-03-01,7.56
2009-04-01,6.99
2009-05-01,6.82
2009-06-01,6.5
2009-07-01,6.3
2009-08-01,6.01
2009-09-01,5.79
2009-10-01,5.76
2009-11-01,5.84
2009-12-01,5.95
2010-01-01,5.95
2010-02-01,6.07
2010-03-01,5.99
2010-04-01,5.93
2010-05-01,5.75
2010-06-01,5.73
2010-07-01,5.53
2010-08-01,5.3
2010-09-01,5.34
2010-10-01,5.41
2010-11-01,5.6
2010-12-01,5.76
2011-01-01,5.73
2011-02-01,5.83
2011-03-01,5.74
2011-04-01,5.73
2011-05-01,5.52
2011-06-01,5.56
2011-07-01,5.54
2011-08-01,5.27
2011-09-01,5.12
2011-10-01,5.02
2011-11-01,4.88
2011-12-01,4.86
2012-01-01,4.79
2012-02-01,4.71
2012-03-01,4.79
2012-04-01,4.75
2012-05-01,4.62
2012-06-01,4.51
2012-07-01,4.17
2012-08-01,4.2
2012-09-01,4.28
2012-10-01,4.17
2012-11-01,4.16
2012-12-01,4.27
2013-01-01,4.39
2013-02-01,4.49
2013-03-01,4.53
2013-04-01,4.34
2013-05-01,4.46
2013-06-01,4.86
2013-07-01,4.95
2013-08-01,5.08
2013-09-01,5.12
2013-10-01,4.99
2013-11-01,5.08
2013-12-01,5.07
2014-01-01,4.91
2014-02-01,4.84
2014-03-01,4.78
2014-04-01,4.66
2014-05-01,4.53
2014-06-01,4.58
2014-07-01,4.52
2014-08-01,4.45
2014-09-01,4.55
2014-10-01,4.39
2014-11-01,4.46
2014-12-01,4.34
2015-01-01,4.02
2015-02-01,4.08
2015-03-01,4.11
2015-04-01,4.08
2015-05-01,4.49
2015-06-01,4.7
2015-07-01,4.67
2015-08-01,4.56
2015-09-01,4.63
2015-10-01,4.58
2015-11-01,4.68
2015-12-01,4.61
2016-01-01,4.6
2016-02-01,4.57
2016-03-01,4.43
2016-04-01,4.22
2016-05-01,4.2
2016-06-01,4.07
2016-07-01,3.82
2016-08-01,3.84
2016-09-01,3.93
2016-10-01,4.02
2016-11-01,4.32
2016-12-01,4.47
2017-01-01,4.33
2017-02-01,4.36
2017-03-01,4.4
2017-04-01,4.29
2017-05-01,4.26
2017-06-01,4.07
2017-07-01,4.08
2017-08-01,4.04
2017-09-01,4.04
2017-10-01,4.01
2017-11-01,3.98
2017-12-01,3.89
2018-01-01,3.96
2018-02-01,4.18
2018-03-01,4.24
2018-04-01,4.27
2018-05-01,4.41
2018-06-01,4.43
2018-07-01,4.36
2018-08-01,4.34
2018-09-01,4.44
2018-10-01,4.58
2018-11-01,4.69
2018-12-01,4.54
2019-01-01,4.46
2019-02-01,4.3
2019-03-01,4.26
2019-04-01,4.16
2019-05-01,4.11
2019-06-01,3.92
2019-07-01,3.78
2019-08-01,3.41
2019-09-01,3.46
2019-10-01,3.45
2019-11-01,3.48
2019-12-01,3.42
2020-01-01,3.34
2020-02-01,3.15
2020-03-01,3.5
2020-04-01,3.15
2020-05-01,3.26
2020-06-01,3.1
2020-07-01,2.79
2020-08-01,2.8
2020-09-01,2.91
2020-10-01,3.01
2020-11-01,2.87
2020-12-01,2.8
2021-01-01,2.94
2021-02-01,3.16
2021-03-01,3.42
2021-04-01,3.27
2021-05-01,3.31
2021-06-01,3.14
2021-07-01,2.93
2021-08-01,2.94
2021-09-01,2.92
2021-10-01,3.04
2021-11-01,2.98
2021-12-01,2.99
2022-01-01,3.26
2022-02-01,3.59
2022-03-01,3.87
2022-04-01,4.2
2022-05-01,4.65
2022-06-01,4.8
2022-07-01,4.71
2022-08-01,4.67
2022-09-01,5.17
2022-10-01,5.76
2022-11-01,5.52
2022-12-01,5.01
2023-01-01,4.92
2023-02-01,5.05
2023-03-01,5.18
2023-04-01,5.06
2023-05-01,5.26
2023-06-01,5.21
2023-07-01,5.2
2023-08-01,5.49
2023-09-01,5.63
2023-10-01,6.17
2023-11-01,5.8
