"Date","M1329BUSM193NNBR"
1945-04-01,0.375
1945-05-01,0.375
1945-06-01,0.375
1945-07-01,0.375
1945-08-01,0.375
1945-09-01,0.375
1945-10-01,0.375
1945-11-01,0.375
1945-12-01,0.375
1946-01-01,0.375
1946-02-01,0.375
1946-03-01,0.375
1946-04-01,0.375
1946-05-01,0.375
1946-06-01,0.375
1946-07-01,0.375
1946-08-01,0.375
1946-09-01,0.375
1946-10-01,0.375
1946-11-01,0.376
1946-12-01,0.375
1947-01-01,0.375
1947-02-01,0.376
1947-03-01,0.376
1947-04-01,0.376
1947-05-01,0.376
1947-06-01,0.376
1947-07-01,0.637
1947-08-01,0.744
1947-09-01,0.791
1947-10-01,0.841
1947-11-01,0.92
1947-12-01,0.948
1948-01-01,0.97
1948-02-01,0.994
1948-03-01,0.997
1948-04-01,0.997
1948-05-01,0.998
1948-06-01,0.998
1948-07-01,0.997
1948-08-01,1.033
1948-09-01,1.087
1948-10-01,1.118
1948-11-01,1.139
1948-12-01,1.153
1949-01-01,1.159
1949-02-01,1.163
1949-03-01,1.162
1949-04-01,1.157
1949-05-01,1.153
1949-06-01,1.158
1949-07-01,0.98
1949-08-01,1.022
1949-09-01,1.061
1949-10-01,1.043
1949-11-01,1.061
1949-12-01,1.102
1950-01-01,1.09
1950-02-01,1.125
1950-03-01,1.138
1950-04-01,1.159
1950-05-01,1.166
1950-06-01,1.174
1950-07-01,1.172
1950-08-01,1.211
1950-09-01,1.315
1950-10-01,1.329
1950-11-01,1.364
1950-12-01,1.367
1951-01-01,1.387
1951-02-01,1.391
1951-03-01,1.422
1951-04-01,1.52
1951-05-01,1.578
1951-06-01,1.499
1951-07-01,1.593
1951-08-01,1.644
1951-09-01,1.646
1951-10-01,1.608
1951-11-01,1.608
1951-12-01,1.731
1952-01-01,1.688
1952-02-01,1.574
1952-03-01,1.658
1952-04-01,1.623
1952-05-01,1.71
1952-06-01,1.7
1952-07-01,1.824
1952-08-01,1.876
1952-09-01,1.786
1952-10-01,1.783
1952-11-01,1.862
1952-12-01,2.126
1953-01-01,2.042
1953-02-01,2.018
1953-03-01,2.082
1953-04-01,2.177
1953-05-01,2.2
1953-06-01,2.231
1953-07-01,2.101
1953-08-01,2.088
1953-09-01,1.876
1953-10-01,1.402
1953-11-01,1.427
1953-12-01,1.63
1954-01-01,1.214
1954-02-01,0.984
1954-03-01,1.053
1954-04-01,1.011
1954-05-01,0.782
1954-06-01,0.65
1954-07-01,0.71
1954-08-01,0.892
1954-09-01,1.007
1954-10-01,0.987
1954-11-01,0.948
1954-12-01,1.174
1955-01-01,1.257
1955-02-01,1.177
1955-03-01,1.335
1955-04-01,1.62
1955-05-01,1.491
1955-06-01,1.432
1955-07-01,1.622
1955-08-01,1.876
1955-09-01,2.086
1955-10-01,2.259
1955-11-01,2.225
1955-12-01,2.564
1956-01-01,2.456
1956-02-01,2.372
1956-03-01,2.31
1956-04-01,2.613
1956-05-01,2.65
1956-06-01,2.527
1956-07-01,2.334
1956-08-01,2.606
1956-09-01,2.85
1956-10-01,2.961
1956-11-01,3
1956-12-01,3.23
1957-01-01,3.21
1957-02-01,3.165
1957-03-01,3.14
1957-04-01,3.113
1957-05-01,3.042
1957-06-01,3.316
1957-07-01,3.165
1957-08-01,3.404
1957-09-01,3.578
1957-10-01,3.591
1957-11-01,3.337
1957-12-01,3.102
1958-01-01,2.598
1958-02-01,1.562
1958-03-01,1.354
1958-04-01,1.126
1958-05-01,1.046
1958-06-01,0.881
1958-07-01,0.962
1958-08-01,1.686
1958-09-01,2.484
1958-10-01,2.793
1958-11-01,2.756
1958-12-01,2.814
1959-01-01,2.837
1959-02-01,2.712
1959-03-01,2.852
1959-04-01,2.96
1959-05-01,2.851
1959-06-01,3.247
1959-07-01,3.243
1959-08-01,3.358
1959-09-01,3.998
1959-10-01,4.117
1959-11-01,4.209
1959-12-01,4.572
1960-01-01,4.436
1960-02-01,3.954
1960-03-01,3.439
1960-04-01,3.244
1960-05-01,3.392
1960-06-01,2.641
1960-07-01,2.396
1960-08-01,2.286
1960-09-01,2.489
1960-10-01,2.426
1960-11-01,2.384
1960-12-01,2.272
1961-01-01,2.302
1961-02-01,2.408
1961-03-01,2.42
1961-04-01,2.327
1961-05-01,2.288
1961-06-01,2.359
1961-07-01,2.268
1961-08-01,2.402
1961-09-01,2.304
1961-10-01,2.35
1961-11-01,2.458
1961-12-01,2.617
1962-01-01,2.746
1962-02-01,2.752
1962-03-01,2.719
1962-04-01,2.735
1962-05-01,2.694
1962-06-01,2.719
1962-07-01,2.945
1962-08-01,2.837
1962-09-01,2.792
1962-10-01,2.751
1962-11-01,2.803
1962-12-01,2.856
1963-01-01,2.914
1963-02-01,2.916
1963-03-01,2.897
1963-04-01,2.909
1963-05-01,2.92
1963-06-01,2.995
1963-07-01,3.143
1963-08-01,3.32
1963-09-01,3.379
1963-10-01,3.453
1963-11-01,3.522
1963-12-01,3.523
1964-01-01,3.529
1964-02-01,3.532
1964-03-01,3.553
1964-04-01,3.484
1964-05-01,3.482
1964-06-01,3.478
1964-07-01,3.479
1964-08-01,3.506
1964-09-01,3.527
1964-10-01,3.575
1964-11-01,3.624
1964-12-01,3.856
1965-01-01,3.828
1965-02-01,3.929
1965-03-01,3.942
1965-04-01,3.932
1965-05-01,3.895
1965-06-01,3.81
1965-07-01,3.831
1965-08-01,3.836
1965-09-01,3.912
1965-10-01,4.032
1965-11-01,4.082
1965-12-01,4.362
1966-01-01,4.596
1966-02-01,4.67
1966-03-01,4.626
1966-04-01,4.611
1966-05-01,4.642
1966-06-01,4.539
1966-07-01,4.855
1966-08-01,4.932
1966-09-01,5.356
1966-10-01,5.387
1966-11-01,5.344
1966-12-01,5.007
1967-01-01,4.759
1967-02-01,4.554
1967-03-01,4.288
1967-04-01,3.852
1967-05-01,3.64
1967-06-01,3.48
1967-07-01,4.308
1967-08-01,4.275
1967-09-01,4.451
1967-10-01,4.588
1967-11-01,4.762
1967-12-01,5.012
1968-01-01,5.081
1968-02-01,4.969
1968-03-01,5.144
1968-04-01,5.365
1968-05-01,5.621
1968-06-01,5.544
1968-07-01,5.382
1968-08-01,5.095
1968-09-01,5.202
1968-10-01,5.334
1968-11-01,5.492
1968-12-01,5.916
1969-01-01,6.177
1969-02-01,6.156
1969-03-01,6.08
1969-04-01,6.15
1969-05-01,6.077
1969-06-01,6.493
1969-07-01,7.004
1969-08-01,7.007
1969-09-01,7.129
1969-10-01,7.04
1969-11-01,7.193
