"Date","HQMCB2YRP"
1999-10-01,6.64
1999-11-01,6.63
1999-12-01,6.86
2000-01-01,7.19
2000-02-01,7.39
2000-03-01,7.36
2000-04-01,7.33
2000-05-01,7.76
2000-06-01,7.43
2000-07-01,7.33
2000-08-01,7.23
2000-09-01,7.06
2000-10-01,6.96
2000-11-01,6.98
2000-12-01,6.58
2001-01-01,6
2001-02-01,5.86
2001-03-01,5.52
2001-04-01,5.35
2001-05-01,5.27
2001-06-01,5.08
2001-07-01,4.98
2001-08-01,4.64
2001-09-01,4.25
2001-10-01,3.89
2001-11-01,3.8
2001-12-01,4.01
2002-01-01,3.89
2002-02-01,4.04
2002-03-01,4.43
2002-04-01,4.26
2002-05-01,4.14
2002-06-01,3.74
2002-07-01,3.45
2002-08-01,3.21
2002-09-01,3.06
2002-10-01,3.12
2002-11-01,3.05
2002-12-01,2.82
2003-01-01,2.6
2003-02-01,2.37
2003-03-01,2.23
2003-04-01,2.25
2003-05-01,1.94
2003-06-01,1.72
2003-07-01,1.95
2003-08-01,2.34
2003-09-01,2.14
2003-10-01,2.15
2003-11-01,2.33
2003-12-01,2.29
2004-01-01,2.13
2004-02-01,2.11
2004-03-01,1.91
2004-04-01,2.42
2004-05-01,2.94
2004-06-01,3.2
2004-07-01,3.06
2004-08-01,2.93
2004-09-01,2.93
2004-10-01,2.99
2004-11-01,3.28
2004-12-01,3.42
2005-01-01,3.63
2005-02-01,3.78
2005-03-01,4.13
2005-04-01,4.1
2005-05-01,4.11
2005-06-01,4.1
2005-07-01,4.3
2005-08-01,4.47
2005-09-01,4.36
2005-10-01,4.71
2005-11-01,4.88
2005-12-01,4.9
2006-01-01,4.9
2006-02-01,5.16
2006-03-01,5.22
2006-04-01,5.36
2006-05-01,5.45
2006-06-01,5.62
2006-07-01,5.61
2006-08-01,5.4
2006-09-01,5.27
2006-10-01,5.29
2006-11-01,5.22
2006-12-01,5.13
2007-01-01,5.33
2007-02-01,5.3
2007-03-01,5.09
2007-04-01,5.18
2007-05-01,5.27
2007-06-01,5.51
2007-07-01,5.41
2007-08-01,5.26
2007-09-01,5.14
2007-10-01,5.05
2007-11-01,4.69
2007-12-01,4.7
2008-01-01,4.16
2008-02-01,3.81
2008-03-01,4.02
2008-04-01,4.47
2008-05-01,4.6
2008-06-01,4.9
2008-07-01,4.97
2008-08-01,5.02
2008-09-01,5.68
2008-10-01,7.27
2008-11-01,7.29
2008-12-01,6.96
2009-01-01,5.09
2009-02-01,4.87
2009-03-01,5.19
2009-04-01,4.83
2009-05-01,3.85
2009-06-01,3.44
2009-07-01,2.96
2009-08-01,2.69
2009-09-01,2.3
2009-10-01,2.13
2009-11-01,1.84
2009-12-01,1.85
2010-01-01,1.8
2010-02-01,1.72
2010-03-01,1.74
2010-04-01,1.75
2010-05-01,1.79
2010-06-01,1.82
2010-07-01,1.57
2010-08-01,1.38
2010-09-01,1.28
2010-10-01,1.12
2010-11-01,1.2
2010-12-01,1.44
2011-01-01,1.42
2011-02-01,1.5
2011-03-01,1.38
2011-04-01,1.4
2011-05-01,1.22
2011-06-01,1.18
2011-07-01,1.22
2011-08-01,1.46
2011-09-01,1.66
2011-10-01,1.81
2011-11-01,1.73
2011-12-01,1.82
2012-01-01,1.6
2012-02-01,1.31
2012-03-01,1.31
2012-04-01,1.31
2012-05-01,1.4
2012-06-01,1.43
2012-07-01,1.1
2012-08-01,0.99
2012-09-01,0.85
2012-10-01,0.82
2012-11-01,0.84
2012-12-01,0.87
2013-01-01,0.83
2013-02-01,0.8
2013-03-01,0.77
2013-04-01,0.77
2013-05-01,0.77
2013-06-01,0.95
2013-07-01,1
2013-08-01,0.98
2013-09-01,1
2013-10-01,0.86
2013-11-01,0.78
2013-12-01,0.84
2014-01-01,0.86
2014-02-01,0.77
2014-03-01,0.83
2014-04-01,0.84
2014-05-01,0.8
2014-06-01,0.88
2014-07-01,0.93
2014-08-01,0.92
2014-09-01,1.08
2014-10-01,0.97
2014-11-01,1.09
2014-12-01,1.22
2015-01-01,1.12
2015-02-01,1.15
2015-03-01,1.16
2015-04-01,1.07
2015-05-01,1.15
2015-06-01,1.33
2015-07-01,1.37
2015-08-01,1.43
2015-09-01,1.48
2015-10-01,1.42
2015-11-01,1.59
2015-12-01,1.69
2016-01-01,1.67
2016-02-01,1.64
2016-03-01,1.61
2016-04-01,1.4
2016-05-01,1.41
2016-06-01,1.34
2016-07-01,1.28
2016-08-01,1.32
2016-09-01,1.39
2016-10-01,1.49
2016-11-01,1.67
2016-12-01,1.87
2017-01-01,1.83
2017-02-01,1.79
2017-03-01,1.88
2017-04-01,1.8
2017-05-01,1.83
2017-06-01,1.84
2017-07-01,1.83
2017-08-01,1.78
2017-09-01,1.83
2017-10-01,1.93
2017-11-01,2.09
2017-12-01,2.23
2018-01-01,2.38
2018-02-01,2.61
2018-03-01,2.81
2018-04-01,2.88
2018-05-01,2.95
2018-06-01,3.02
2018-07-01,3.1
2018-08-01,3.06
2018-09-01,3.16
2018-10-01,3.27
2018-11-01,3.36
2018-12-01,3.33
2019-01-01,3.16
2019-02-01,3
2019-03-01,2.84
2019-04-01,2.77
2019-05-01,2.68
2019-06-01,2.36
2019-07-01,2.31
2019-08-01,2.08
2019-09-01,2.11
2019-10-01,1.97
2019-11-01,2.01
2019-12-01,1.99
2020-01-01,1.86
2020-02-01,1.69
2020-03-01,2.2
2020-04-01,1.53
2020-05-01,1.01
2020-06-01,0.69
2020-07-01,0.53
2020-08-01,0.47
2020-09-01,0.47
2020-10-01,0.48
2020-11-01,0.46
2020-12-01,0.42
2021-01-01,0.37
2021-02-01,0.35
2021-03-01,0.44
2021-04-01,0.41
2021-05-01,0.36
2021-06-01,0.42
2021-07-01,0.48
2021-08-01,0.5
2021-09-01,0.51
2021-10-01,0.68
2021-11-01,0.86
2021-12-01,1.06
2022-01-01,1.31
2022-02-01,1.85
2022-03-01,2.46
2022-04-01,3
2022-05-01,3.18
2022-06-01,3.61
2022-07-01,3.66
2022-08-01,3.81
2022-09-01,4.5
2022-10-01,5.13
2022-11-01,5.14
2022-12-01,4.89
2023-01-01,4.81
2023-02-01,5.07
2023-03-01,5.05
2023-04-01,4.78
2023-05-01,4.94
2023-06-01,5.36
2023-07-01,5.47
2023-08-01,5.55
2023-09-01,5.67
2023-10-01,5.78
2023-11-01,5.53
