"Date","MVGFD027MNFRBDAL"
1965-07-01,310
1965-08-01,310.9
1965-09-01,308.4
1965-10-01,310.3
1965-11-01,312.6
1965-12-01,309.3
1966-01-01,310.2
1966-02-01,309.4
1966-03-01,309.8
1966-04-01,307.9
1966-05-01,309.9
1966-06-01,306.3
1966-07-01,304.9
1966-08-01,307.3
1966-09-01,310.1
1966-10-01,313.6
1966-11-01,315.4
1966-12-01,319.5
1967-01-01,321
1967-02-01,320.6
1967-03-01,324.7
1967-04-01,319.4
1967-05-01,322.2
1967-06-01,313.3
1967-07-01,318.2
1967-08-01,322.2
1967-09-01,322.3
1967-10-01,323.9
1967-11-01,327.9
1967-12-01,327.9
1968-01-01,332
1968-02-01,337.2
1968-03-01,333.6
1968-04-01,331
1968-05-01,336.3
1968-06-01,333.4
1968-07-01,339.4
1968-08-01,342.7
1968-09-01,342.6
1968-10-01,344
1968-11-01,342.6
1968-12-01,339.4
1969-01-01,341
1969-02-01,339.3
1969-03-01,340.4
1969-04-01,340.6
1969-05-01,339.1
1969-06-01,331
1969-07-01,334.5
1969-08-01,336.8
1969-09-01,331.8
1969-10-01,340.7
1969-11-01,342.1
1969-12-01,338.9
1970-01-01,339.3
1970-02-01,347.2
1970-03-01,350.7
1970-04-01,341.6
1970-05-01,345.1
1970-06-01,346.7
1970-07-01,354.4
1970-08-01,358.3
1970-09-01,359.3
1970-10-01,361.8
1970-11-01,373.1
1970-12-01,378.2
1971-01-01,381.1
1971-02-01,385.8
1971-03-01,389.5
1971-04-01,383
1971-05-01,387.2
1971-06-01,382.5
1971-07-01,389.3
1971-08-01,405.9
1971-09-01,404.3
1971-10-01,406.9
1971-11-01,408.8
1971-12-01,419.8
1972-01-01,417.5
1972-02-01,419.4
1972-03-01,419.3
1972-04-01,419.2
1972-05-01,422.8
1972-06-01,419.9
1972-07-01,426.1
1972-08-01,426.8
1972-09-01,424.8
1972-10-01,431.1
1972-11-01,436.6
1972-12-01,439.9
1973-01-01,438
1973-02-01,440.6
1973-03-01,443.3
1973-04-01,442.8
1973-05-01,441.9
1973-06-01,441.1
1973-07-01,435
1973-08-01,441.8
1973-09-01,447.2
1973-10-01,448.7
1973-11-01,449.8
1973-12-01,454.9
1974-01-01,453.1
1974-02-01,455
1974-03-01,453.1
1974-04-01,447.6
1974-05-01,452.4
1974-06-01,451.8
1974-07-01,451
1974-08-01,455.4
1974-09-01,460.5
1974-10-01,460.9
1974-11-01,469.1
1974-12-01,478.7
1975-01-01,483
1975-02-01,490.8
1975-03-01,498
1975-04-01,501
1975-05-01,517.1
1975-06-01,520.9
1975-07-01,523.5
1975-08-01,532.2
1975-09-01,535.3
1975-10-01,551.2
1975-11-01,554.2
1975-12-01,567.8
1976-01-01,577.4
1976-02-01,586
1976-03-01,594.1
1976-04-01,595.7
1976-05-01,599.5
1976-06-01,611.5
1976-07-01,617.4
1976-08-01,630
1976-09-01,632.4
1976-10-01,637.3
1976-11-01,650.5
1976-12-01,660.1
1977-01-01,650.6
1977-02-01,659.7
1977-03-01,666.2
1977-04-01,667.7
1977-05-01,668.7
1977-06-01,673.4
1977-07-01,668.8
1977-08-01,681.1
1977-09-01,692.3
1977-10-01,687.1
1977-11-01,698.9
1977-12-01,706.8
1978-01-01,707.3
1978-02-01,714.6
1978-03-01,721.8
1978-04-01,718.3
1978-05-01,720.4
1978-06-01,724.6
1978-07-01,727.9
1978-08-01,742.9
1978-09-01,747.4
1978-10-01,744.8
1978-11-01,752.7
1978-12-01,752.2
1979-01-01,759.3
1979-02-01,758
1979-03-01,764.9
1979-04-01,763
1979-05-01,776.3
1979-06-01,782.7
1979-07-01,781.7
1979-08-01,782.2
1979-09-01,790.6
1979-10-01,768.1
1979-11-01,786.6
1979-12-01,798.1
1980-01-01,790
1980-02-01,769.4
1980-03-01,780.2
1980-04-01,827.3
1980-05-01,852.2
1980-06-01,855.9
1980-07-01,848.5
1980-08-01,840.1
1980-09-01,847.1
1980-10-01,837
1980-11-01,837.6
1980-12-01,863.8
1981-01-01,864.1
1981-02-01,871.2
1981-03-01,896.8
1981-04-01,876.9
1981-05-01,889.3
1981-06-01,892.6
1981-07-01,881.3
1981-08-01,877
1981-09-01,892.1
1981-10-01,922.6
1981-11-01,968.4
1981-12-01,961.4
1982-01-01,966.1
1982-02-01,979.4
1982-03-01,991.9
1982-04-01,1005.8
1982-05-01,1015.9
1982-06-01,1008.3
1982-07-01,1038.8
1982-08-01,1081.4
1982-09-01,1130.8
1982-10-01,1154.7
1982-11-01,1170.5
1982-12-01,1212.1
1983-01-01,1206.9
1983-02-01,1232.6
1983-03-01,1251.2
1983-04-01,1265
1983-05-01,1291.6
1983-06-01,1314.1
1983-07-01,1299.8
1983-08-01,1318.5
1983-09-01,1362.6
1983-10-01,1365.3
1983-11-01,1372
1983-12-01,1385.4
1984-01-01,1418.8
1984-02-01,1426.8
1984-03-01,1419.8
1984-04-01,1433.4
1984-05-01,1413.6
1984-06-01,1428.5
1984-07-01,1479.7
1984-08-01,1504.3
1984-09-01,1528
1984-10-01,1595.7
1984-11-01,1623.2
1984-12-01,1660.8
1985-01-01,1688.2
1985-02-01,1676.7
1985-03-01,1697.8
1985-04-01,1732.9
1985-05-01,1796.8
1985-06-01,1821.1
1985-07-01,1831.4
1985-08-01,1858.3
1985-09-01,1860.5
1985-10-01,1879.8
1985-11-01,1965.5
1985-12-01,2039.3
1986-01-01,2050.3
1986-02-01,2114.5
1986-03-01,2168.4
1986-04-01,2183.7
1986-05-01,2162.8
1986-06-01,2225
1986-07-01,2237.3
1986-08-01,2292.2
1986-09-01,2277.6
1986-10-01,2307.3
1986-11-01,2355.3
1986-12-01,2378.1
1987-01-01,2392.8
1987-02-01,2413.3
1987-03-01,2394.8
1987-04-01,2363.5
1987-05-01,2364.9
1987-06-01,2393.6
1987-07-01,2372.5
1987-08-01,2387.5
1987-09-01,2350.5
1987-10-01,2436.3
1987-11-01,2456.6
1987-12-01,2484
1988-01-01,2546.5
1988-02-01,2576.3
1988-03-01,2558.6
1988-04-01,2550.3
1988-05-01,2543
1988-06-01,2595.4
1988-07-01,2575.6
1988-08-01,2586.1
1988-09-01,2637
1988-10-01,2678.8
1988-11-01,2676.3
1988-12-01,2694.4
1989-01-01,2717.5
1989-02-01,2717.3
1989-03-01,2730.3
1989-04-01,2768.9
1989-05-01,2823.8
1989-06-01,2901.8
1989-07-01,2932.6
1989-08-01,2919.6
1989-09-01,2929.8
1989-10-01,3011.6
1989-11-01,3040
1989-12-01,3071.3
1990-01-01,3035.6
1990-02-01,3043.9
1990-03-01,3087.4
1990-04-01,3062.8
1990-05-01,3138.3
1990-06-01,3205.6
1990-07-01,3240.7
1990-08-01,3235.7
1990-09-01,3264.5
1990-10-01,3325.9
1990-11-01,3414.6
1990-12-01,3469.8
1991-01-01,3524.6
1991-02-01,3568.6
1991-03-01,3571.1
1991-04-01,3560.4
1991-05-01,3603.3
1991-06-01,3623.5
1991-07-01,3674.9
1991-08-01,3750.4
1991-09-01,3807.2
1991-10-01,3894.7
1991-11-01,3935.9
1991-12-01,4066.6
1992-01-01,4009.3
1992-02-01,4021.4
1992-03-01,4038
1992-04-01,4049.1
1992-05-01,4126.6
1992-06-01,4194.9
1992-07-01,4226.8
1992-08-01,4316
1992-09-01,4341.8
1992-10-01,4299.2
1992-11-01,4372.2
1992-12-01,4412.8
1993-01-01,4446
1993-02-01,4519.6
1993-03-01,4541.6
1993-04-01,4570.5
1993-05-01,4590.6
1993-06-01,4701.2
1993-07-01,4692.3
1993-08-01,4793.9
1993-09-01,4798.7
1993-10-01,4804.1
1993-11-01,4816.6
1993-12-01,4853.9
1994-01-01,4875.9
1994-02-01,4812.1
1994-03-01,4737.9
1994-04-01,4686.7
1994-05-01,4702.8
1994-06-01,4713.8
1994-07-01,4741.3
1994-08-01,4780.2
1994-09-01,4716.5
1994-10-01,4736.8
1994-11-01,4753.3
1994-12-01,4774
1995-01-01,4830.4
1995-02-01,4919.3
1995-03-01,4932
1995-04-01,4945.8
1995-05-01,5113.5
1995-06-01,5167.5
1995-07-01,5143.5
1995-08-01,5175
1995-09-01,5192.5
1995-10-01,5234.9
1995-11-01,5270.8
1995-12-01,5305.8
1996-01-01,5307.9
1996-02-01,5241.1
1996-03-01,5296.2
1996-04-01,5239.9
1996-05-01,5239.3
1996-06-01,5294.8
1996-07-01,5311.5
1996-08-01,5303.1
1996-09-01,5357.4
1996-10-01,5436.7
1996-11-01,5529.3
1996-12-01,5496.2
1997-01-01,5471.7
1997-02-01,5491.6
1997-03-01,5464.2
1997-04-01,5458.3
1997-05-01,5468.6
1997-06-01,5520.4
1997-07-01,5604.5
1997-08-01,5576
1997-09-01,5623.9
1997-10-01,5678.3
1997-11-01,5713
1997-12-01,5777
1998-01-01,5808.6
1998-02-01,5805.5
1998-03-01,5817.4
1998-04-01,5771.7
1998-05-01,5801.3
1998-06-01,5866.6
1998-07-01,5833.1
1998-08-01,5967.1
1998-09-01,6017.5
1998-10-01,6020.2
1998-11-01,6028
1998-12-01,6035.8
1999-01-01,6042.3
1999-02-01,5925.4
1999-03-01,5947.5
1999-04-01,5876.5
1999-05-01,5837.9
1999-06-01,5848.4
1999-07-01,5820.7
1999-08-01,5832.3
1999-09-01,5828.5
1999-10-01,5830.4
1999-11-01,5814.4
1999-12-01,5852.5
2000-01-01,5777.2
2000-02-01,5835.2
2000-03-01,5926.6
2000-04-01,5813.7
2000-05-01,5760
2000-06-01,5839.8
2000-07-01,5832.1
2000-08-01,5883.8
2000-09-01,5869.1
2000-10-01,5867.6
2000-11-01,5969.5
2000-12-01,5984.4
2001-01-01,6065.5
2001-02-01,6112.7
2001-03-01,6145.7
2001-04-01,5969.7
2001-05-01,5964.8
2001-06-01,6030.7
2001-07-01,6089.1
2001-08-01,6159.6
2001-09-01,6251.2
2001-10-01,6349.5
2001-11-01,6290.3
2001-12-01,6292.8
2002-01-01,6289
2002-02-01,6370.5
2002-03-01,6267.2
2002-04-01,6318.4
2002-05-01,6350.8
2002-06-01,6504.6
2002-07-01,6601.3
2002-08-01,6725.1
2002-09-01,6834.9
2002-10-01,6819.7
2002-11-01,6818.4
2002-12-01,6975.8
2003-01-01,6941.9
2003-02-01,7040.2
2003-03-01,7011.9
2003-04-01,7009.3
2003-05-01,7218.7
2003-06-01,7290
2003-07-01,7163.8
2003-08-01,7198.9
2003-09-01,7302.6
2003-10-01,7309.9
2003-11-01,7345.3
2003-12-01,7444.8
2004-01-01,7480.2
2004-02-01,7604.1
2004-03-01,7656.9
2004-04-01,7479
2004-05-01,7517.6
2004-06-01,7599.1
2004-07-01,7655.7
2004-08-01,7769.7
2004-09-01,7788.2
2004-10-01,7862
2004-11-01,7870.9
2004-12-01,7976.2
2005-01-01,8023.2
2005-02-01,8043.2
2005-03-01,8075.7
2005-04-01,8135.8
2005-05-01,8194
2005-06-01,8268.7
2005-07-01,8214.7
2005-08-01,8324.7
2005-09-01,8244.1
2005-10-01,8268.7
2005-11-01,8332.3
2005-12-01,8449.7
2006-01-01,8445.1
2006-02-01,8504.4
2006-03-01,8515.2
2006-04-01,8463.4
2006-05-01,8440.3
2006-06-01,8497.3
2006-07-01,8570.7
2006-08-01,8700.3
2006-09-01,8721.6
2006-10-01,8800.6
2006-11-01,8892.6
2006-12-01,8868.2
2007-01-01,8871.6
2007-02-01,9014.5
2007-03-01,9064
2007-04-01,9066
2007-05-01,8966.1
2007-06-01,8977
2007-07-01,9124.9
2007-08-01,9259.5
2007-09-01,9279.9
2007-10-01,9384.7
2007-11-01,9644.8
2007-12-01,9702.1
2008-01-01,9883.8
2008-02-01,10039.7
2008-03-01,10128
2008-04-01,9932.8
2008-05-01,9824.8
2008-06-01,9969
2008-07-01,10045.5
2008-08-01,10134.7
2008-09-01,10475.3
2008-10-01,10904.6
2008-11-01,11285.2
2008-12-01,11565.9
2009-01-01,11307.6
2009-02-01,11484.8
2009-03-01,11877.4
2009-04-01,11817
2009-05-01,11822.8
2009-06-01,12003
2009-07-01,12128.6
2009-08-01,12306.6
2009-09-01,12455.3
2009-10-01,12433.4
2009-11-01,12748.4
2009-12-01,12697.4
2010-01-01,12786.8
2010-02-01,12922.5
2010-03-01,13158.1
2010-04-01,13417.3
2010-05-01,13582.8
2010-06-01,13944.3
2010-07-01,14004.6
2010-08-01,14394.4
2010-09-01,14487.6
2010-10-01,14585.5
2010-11-01,14648.2
2010-12-01,14595.8
2011-01-01,14668.8
2011-02-01,14699.4
2011-03-01,14741.1
2011-04-01,14892.1
2011-05-01,15052
2011-06-01,14993.2
2011-07-01,15198.9
2011-08-01,15807
2011-09-01,16067.8
2011-10-01,16216.8
2011-11-01,16350.9
2011-12-01,16555.2
2012-01-01,16730
2012-02-01,16748.5
2012-03-01,16678.3
2012-04-01,16947.4
2012-05-01,17236.6
2012-06-01,17244.6
2012-07-01,17448
2012-08-01,17466.7
2012-09-01,17468.3
2012-10-01,17603.7
2012-11-01,17748.4
2012-12-01,17716.5
2013-01-01,17572.2
2013-02-01,17883.3
2013-03-01,17959.3
2013-04-01,18115.3
2013-05-01,17688.8
2013-06-01,17430.8
2013-07-01,17387.7
2013-08-01,17241.5
2013-09-01,17347.8
2013-10-01,17805.6
2013-11-01,17775.2
2013-12-01,17725.1
2014-01-01,17895.2
2014-02-01,18073.6
2014-03-01,18133.5
2014-04-01,18106.9
2014-05-01,18238.6
2014-06-01,18306.8
2014-07-01,18319.5
2014-08-01,18517.3
2014-09-01,18451
2014-10-01,18672.6
2014-11-01,18862.4
2014-12-01,18968.6
2015-01-01,19356
2015-02-01,19127.9
2015-03-01,19170
2015-04-01,19064.8
2015-05-01,18957.8
2015-06-01,18779
2015-07-01,18895.3
2015-08-01,18816.9
2015-09-01,18932
2015-10-01,18860.3
2015-11-01,19456.9
2015-12-01,19477.8
2016-01-01,19877.6
2016-02-01,20101.6
2016-03-01,20265.4
2016-04-01,20136.5
2016-05-01,20160.8
2016-06-01,20634.8
2016-07-01,20717.1
2016-08-01,20647.7
2016-09-01,20691.4
2016-10-01,20721.1
2016-11-01,20394.1
2016-12-01,20380.8
2017-01-01,20361.7
2017-02-01,20403.5
2017-03-01,20279.1
2017-04-01,20348.1
2017-05-01,20398.9
2017-06-01,20328.7
2017-07-01,20325
2017-08-01,20473.5
2017-09-01,20715
2017-10-01,20867.3
2017-11-01,20969.4
2017-12-01,20904.4
2018-01-01,20673.2
2018-02-01,20875.2
2018-03-01,21216
2018-04-01,21024.2
2018-05-01,21182.2
2018-06-01,21238.4
2018-07-01,21255.6
2018-08-01,21480.7
2018-09-01,21353.1
2018-10-01,21419.9
2018-11-01,21683.9
2018-12-01,22075.2
2019-01-01,22160
2019-02-01,22221.4
2019-03-01,22425.2
2019-04-01,22346.6
2019-05-01,22700.3
2019-06-01,22805.1
2019-07-01,22766.5
2019-08-01,23773.1
2019-09-01,23825.8
2019-10-01,24087
2019-11-01,24081.4
2019-12-01,24069.1
2020-01-01,24535.1
2020-02-01,25136.5
2020-03-01,25887.4
2020-04-01,27198.4
2020-05-01,27919.7
2020-06-01,28646.5
2020-07-01,28923.7
2020-08-01,28872.7
2020-09-01,29077.8
2020-10-01,29044.9
2020-11-01,29424.8
2020-12-01,29655.1
2021-01-01,29514
2021-02-01,29159
2021-03-01,29066.1
2021-04-01,29233.5
2021-05-01,29292.2
2021-06-01,29722.7
2021-07-01,29933.1
2021-08-01,29811.2
2021-09-01,29595.5
2021-10-01,30048.2
2021-11-01,30147.9
2021-12-01,30718.8
2022-01-01,30648.6
2022-02-01,30781.6
2022-03-01,30167.3
2022-04-01,29364.9
2022-05-01,29479.9
2022-06-01,29217.6
2022-07-01,29623.7
2022-08-01,29294.6
2022-09-01,28432.8
2022-10-01,28464
2022-11-01,29192.6
2022-12-01,28944.8
2023-01-01,29508.8
2023-02-01,29023.4
2023-03-01,29613.8
2023-04-01,29639.7
2023-05-01,29302.2
2023-06-01,29957.7
2023-07-01,30146.4
2023-08-01,30321.8
2023-09-01,30084.9
2023-10-01,30282.6
2023-11-01,31168.6
