"Date","TENEXPCHAINFRISPRE"
1989-09-01,0.4916107
1989-10-01,0.4972085
1989-11-01,0.4417103
1989-12-01,0.4458994
1990-01-01,0.3555717
1990-02-01,0.4125747
1990-03-01,0.4519094
1990-04-01,0.4554618
1990-05-01,0.4725315
1990-06-01,0.412364
1990-07-01,0.4299261
1990-08-01,0.3677158
1990-09-01,0.4228613
1990-10-01,0.4175479
1990-11-01,0.3656533
1990-12-01,0.3749228
1991-01-01,0.3297383
1991-02-01,0.3464582
1991-03-01,0.4035459
1991-04-01,0.4177505
1991-05-01,0.3709778
1991-06-01,0.3991723
1991-07-01,0.4344667
1991-08-01,0.4219753
1991-09-01,0.4076709
1991-10-01,0.3875425
1991-11-01,0.3725258
1991-12-01,0.3726428
1992-01-01,0.3344421
1992-02-01,0.4540872
1992-03-01,0.4723628
1992-04-01,0.4784324
1992-05-01,0.4366702
1992-06-01,0.4372743
1992-07-01,0.4097369
1992-08-01,0.3896315
1992-09-01,0.3853355
1992-10-01,0.360802
1992-11-01,0.5400828
1992-12-01,0.5465536
1993-01-01,0.5033691
1993-02-01,0.464536
1993-03-01,0.4469842
1993-04-01,0.4416245
1993-05-01,0.4218108
1993-06-01,0.426444
1993-07-01,0.402573
1993-08-01,0.4274508
1993-09-01,0.4053732
1993-10-01,0.3907468
1993-11-01,0.4267773
1993-12-01,0.4409927
1994-01-01,0.4478011
1994-02-01,0.3987562
1994-03-01,0.496656
1994-04-01,0.5883688
1994-05-01,0.5696544
1994-06-01,0.5457114
1994-07-01,0.533456
1994-08-01,0.5028638
1994-09-01,0.5021788
1994-10-01,0.547579
1994-11-01,0.5364845
1994-12-01,0.5467659
1995-01-01,0.5298207
1995-02-01,0.4922886
1995-03-01,0.4610747
1995-04-01,0.4494254
1995-05-01,0.3546792
1995-06-01,0.3589949
1995-07-01,0.3907152
1995-08-01,0.4394443
1995-09-01,0.4228728
1995-10-01,0.4352902
1995-11-01,0.4009967
1995-12-01,0.4044711
1996-01-01,0.3546206
1996-02-01,0.3568036
1996-03-01,0.4407888
1996-04-01,0.4622078
1996-05-01,0.457054
1996-06-01,0.4863573
1996-07-01,0.4789493
1996-08-01,0.4605929
1996-09-01,0.4908139
1996-10-01,0.4580568
1996-11-01,0.4274061
1996-12-01,0.4232505
1997-01-01,0.4703688
1997-02-01,0.4594129
1997-03-01,0.4582251
1997-04-01,0.4931562
1997-05-01,0.4721599
1997-06-01,0.3442836
1997-07-01,0.3780074
1997-08-01,0.3847096
1997-09-01,0.4183686
1997-10-01,0.3951615
1997-11-01,0.3997875
1997-12-01,0.4014545
1998-01-01,0.3957871
1998-02-01,0.3874602
1998-03-01,0.4175886
1998-04-01,0.421301
1998-05-01,0.4083568
1998-06-01,0.4221392
1998-07-01,0.4083063
1998-08-01,0.4198985
1998-09-01,0.403769
1998-10-01,0.36492569
1998-11-01,0.4350848
1998-12-01,0.45493283
1999-01-01,0.4615878
1999-02-01,0.4610432
1999-03-01,0.5111121
1999-04-01,0.4455387
1999-05-01,0.4425763
1999-06-01,0.5174921
1999-07-01,0.4619376
1999-08-01,0.4785674
1999-09-01,0.4747355
1999-10-01,0.4668048
1999-11-01,0.4732743
1999-12-01,0.4784082
2000-01-01,0.4994769
2000-02-01,0.4901758
2000-03-01,0.4497709
2000-04-01,0.4079024
2000-05-01,0.4486183
2000-06-01,0.3338776
2000-07-01,0.3642109
2000-08-01,0.3860937
2000-09-01,0.3761021
2000-10-01,0.394591
2000-11-01,0.3981046
2000-12-01,0.3978539
2001-01-01,0.3880614
2001-02-01,0.2847227
2001-03-01,0.338552
2001-04-01,0.3546075
2001-05-01,0.3678756
2001-06-01,0.3894594
2001-07-01,0.3940835
2001-08-01,0.3899516
2001-09-01,0.4068961
2001-10-01,0.3255042
2001-11-01,0.32789253
2001-12-01,0.42848619
2002-01-01,0.4861878
2002-02-01,0.4618564
2002-03-01,0.4587392
2002-04-01,0.4785638
2002-05-01,0.443201
2002-06-01,0.4356354
2002-07-01,0.41688363
2002-08-01,0.40189006
2002-09-01,0.39331644
2002-10-01,0.38762164
2002-11-01,0.41031348
2002-12-01,0.46052261
2003-01-01,0.38663345
2003-02-01,0.37346332
2003-03-01,0.36956551
2003-04-01,0.38548528
2003-05-01,0.39592453
2003-06-01,0.39580329
2003-07-01,0.40350992
2003-08-01,0.51382409
2003-09-01,0.51492205
2003-10-01,0.46078503
2003-11-01,0.51350215
2003-12-01,0.50128901
2004-01-01,0.47750887
2004-02-01,0.45539325
2004-03-01,0.44589563
2004-04-01,0.43229729
2004-05-01,0.50933174
2004-06-01,0.51393203
2004-07-01,0.49397652
2004-08-01,0.48110703
2004-09-01,0.4563725
2004-10-01,0.45803857
2004-11-01,0.42175607
2004-12-01,0.45902396
2005-01-01,0.44806548
2005-02-01,0.43929254
2005-03-01,0.45715777
2005-04-01,0.46055143
2005-05-01,0.42750259
2005-06-01,0.4122731
2005-07-01,0.4097268
2005-08-01,0.41595314
2005-09-01,0.21520792
2005-10-01,0.29821033
2005-11-01,0.36137048
2005-12-01,0.38755583
2006-01-01,0.40273411
2006-02-01,0.43290365
2006-03-01,0.4690972
2006-04-01,0.442014
2006-05-01,0.4410671
2006-06-01,0.4514906
2006-07-01,0.4411068
2006-08-01,0.4137353
2006-09-01,0.3365084
2006-10-01,0.35098894
2006-11-01,0.4060862
2006-12-01,0.37193252
2007-01-01,0.3576475
2007-02-01,0.3940066
2007-03-01,0.38091024
2007-04-01,0.40067857
2007-05-01,0.39489761
2007-06-01,0.45802992
2007-07-01,0.462889
2007-08-01,0.42886567
2007-09-01,0.39854535
2007-10-01,0.37787972
2007-11-01,0.29956099
2007-12-01,0.31299764
2008-01-01,0.32321258
2008-02-01,0.29227207
2008-03-01,0.32738115
2008-04-01,0.34318672
2008-05-01,0.39617397
2008-06-01,0.35278004
2008-07-01,0.35754708
2008-08-01,0.37052959
2008-09-01,0.36324406
2008-10-01,0.31249246
2008-11-01,0.24727665
2008-12-01,0.24699127
2009-01-01,0.26948436
2009-02-01,0.30678911
2009-03-01,0.35990429
2009-04-01,0.33129585
2009-05-01,0.38054339
2009-06-01,0.38743407
2009-07-01,0.39130083
2009-08-01,0.38802454
2009-09-01,0.38646009
2009-10-01,0.3911391
2009-11-01,0.39701612
2009-12-01,0.38956025
2010-01-01,0.48229737
2010-02-01,0.46111999
2010-03-01,0.45611324
2010-04-01,0.46677283
2010-05-01,0.45382013
2010-06-01,0.434643
2010-07-01,0.43133794
2010-08-01,0.40546454
2010-09-01,0.40481884
2010-10-01,0.3707564
2010-11-01,0.35032067
2010-12-01,0.4028428
2011-01-01,0.44115648
2011-02-01,0.43320821
2011-03-01,0.41771466
2011-04-01,0.42672544
2011-05-01,0.41595113
2011-06-01,0.39747521
2011-07-01,0.42717122
2011-08-01,0.41649671
2011-09-01,0.40174249
2011-10-01,0.40553757
2011-11-01,0.41348036
2011-12-01,0.42291825
2012-01-01,0.4196948
2012-02-01,0.40258899
2012-03-01,0.41969279
2012-04-01,0.44035067
2012-05-01,0.36169354
2012-06-01,0.3892074
2012-07-01,0.4005663
2012-08-01,0.37113147
2012-09-01,0.3671691
2012-10-01,0.37880191
2012-11-01,0.37830663
2012-12-01,0.39738278
2013-01-01,0.41883836
2013-02-01,0.39101545
2013-03-01,0.26875656
2013-04-01,0.33785295
2013-05-01,0.35382745
2013-06-01,0.39003553
2013-07-01,0.45195869
2013-08-01,0.46262029
2013-09-01,0.47678747
2013-10-01,0.44050369
2013-11-01,0.43903639
2013-12-01,0.44602279
2014-01-01,0.47642691
2014-02-01,0.45496905
2014-03-01,0.46498469
2014-04-01,0.46540729
2014-05-01,0.445655
2014-06-01,0.44397422
2014-07-01,0.45033551
2014-08-01,0.41469918
2014-09-01,0.42697234
2014-10-01,0.43147665
2014-11-01,0.39510803
2014-12-01,0.45847706
2015-01-01,0.32165939
2015-02-01,0.31836221
2015-03-01,0.36021406
2015-04-01,0.36618979
2015-05-01,0.37948302
2015-06-01,0.38907664
2015-07-01,0.41520451
2015-08-01,0.40961254
2015-09-01,0.42396602
2015-10-01,0.42730845
2015-11-01,0.39944678
2015-12-01,0.41632938
2016-01-01,0.43556984
2016-02-01,0.41307919
2016-03-01,0.41306092
2016-04-01,0.36961225
2016-05-01,0.37862304
2016-06-01,0.40273091
2016-07-01,0.39349845
2016-08-01,0.40236436
2016-09-01,0.4222638
2016-10-01,0.42020087
2016-11-01,0.43219912
2016-12-01,0.51152527
2017-01-01,0.44729524
2017-02-01,0.4528591
2017-03-01,0.43189243
2017-04-01,0.42822324
2017-05-01,0.4302608
2017-06-01,0.41700636
2017-07-01,0.4247026
2017-08-01,0.40813678
2017-09-01,0.38346625
2017-10-01,0.41610807
2017-11-01,0.42183295
2017-12-01,0.50245928
2018-01-01,0.47116736
2018-02-01,0.49074017
2018-03-01,0.31528841
2018-04-01,0.35569996
2018-05-01,0.41195415
2018-06-01,0.44274622
2018-07-01,0.44454232
2018-08-01,0.45845816
2018-09-01,0.45811379
2018-10-01,0.47120565
2018-11-01,0.44999357
2018-12-01,0.43152046
2019-01-01,0.41594068
2019-02-01,0.42713465
2019-03-01,-0.12460728
2019-04-01,0.02607161
2019-05-01,0.16716363
2019-06-01,0.23350857
2019-07-01,0.28453368
2019-08-01,0.32780394
2019-09-01,0.34548342
2019-10-01,0.37600307
2019-11-01,0.39646307
2019-12-01,0.41997208
2020-01-01,0.43233388
2020-02-01,0.4189623
2020-03-01,0.013884727
2020-04-01,0.09733877
2020-05-01,0.18457085
2020-06-01,0.19916694
2020-07-01,0.23820052
2020-08-01,0.26461039
2020-09-01,0.30473418
2020-10-01,0.33756408
2020-11-01,0.36912212
2020-12-01,0.38246918
2021-01-01,0.39110134
2021-02-01,0.4001646
2021-03-01,0.40888522
2021-04-01,0.37993136
2021-05-01,0.35927425
2021-06-01,0.33403188
2021-07-01,0.35313136
2021-08-01,0.38610663
2021-09-01,0.39175913
2021-10-01,0.38846843
2021-11-01,0.37864796
2021-12-01,0.38081712
2022-01-01,0.40110966
2022-02-01,0.40137972
2022-03-01,0.34034781
2022-04-01,0.50830429
2022-05-01,0.51323801
2022-06-01,0.4652208
2022-07-01,0.36556637
2022-08-01,0.3956813
2022-09-01,0.5078873
2022-10-01,0.55551203
2022-11-01,0.55651039
2022-12-01,0.49350807
2023-01-01,0.49550677
2023-02-01,0.45293449
2023-03-01,0.57070572
2023-04-01,0.50311937
2023-05-01,0.50859474
2023-06-01,0.035729168
2023-07-01,0.1835052
2023-08-01,0.27482523
2023-09-01,0.35592982
2023-10-01,0.45779053
2023-11-01,0.48641041
2023-12-01,0.48779109
