"Date","HQMCB10YRP"
1993-09-01,6.09
1993-10-01,6.05
1993-11-01,6.37
1993-12-01,6.4
1994-01-01,6.35
1994-02-01,6.57
1994-03-01,7.09
1994-04-01,7.69
1994-05-01,7.87
1994-06-01,7.78
1994-07-01,7.96
1994-08-01,7.89
1994-09-01,8.1
1994-10-01,8.39
1994-11-01,8.59
1994-12-01,8.51
1995-01-01,8.49
1995-02-01,8.17
1995-03-01,7.89
1995-04-01,7.72
1995-05-01,7.29
1995-06-01,6.86
1995-07-01,6.97
1995-08-01,7.18
1995-09-01,6.88
1995-10-01,6.71
1995-11-01,6.6
1995-12-01,6.39
1996-01-01,6.33
1996-02-01,6.47
1996-03-01,6.93
1996-04-01,7.16
1996-05-01,7.35
1996-06-01,7.52
1996-07-01,7.46
1996-08-01,7.24
1996-09-01,7.44
1996-10-01,7.12
1996-11-01,6.79
1996-12-01,6.91
1997-01-01,7.17
1997-02-01,7.01
1997-03-01,7.28
1997-04-01,7.47
1997-05-01,7.31
1997-06-01,7.09
1997-07-01,6.81
1997-08-01,6.9
1997-09-01,6.81
1997-10-01,6.67
1997-11-01,6.59
1997-12-01,6.53
1998-01-01,6.29
1998-02-01,6.36
1998-03-01,6.42
1998-04-01,6.4
1998-05-01,6.42
1998-06-01,6.28
1998-07-01,6.28
1998-08-01,6.26
1998-09-01,5.97
1998-10-01,5.91
1998-11-01,6.1
1998-12-01,5.88
1999-01-01,5.9
1999-02-01,6.15
1999-03-01,6.37
1999-04-01,6.31
1999-05-01,6.69
1999-06-01,7.13
1999-07-01,7.06
1999-08-01,7.31
1999-09-01,7.25
1999-10-01,7.41
1999-11-01,7.24
1999-12-01,7.46
2000-01-01,7.82
2000-02-01,7.83
2000-03-01,7.75
2000-04-01,7.67
2000-05-01,8.22
2000-06-01,7.87
2000-07-01,7.78
2000-08-01,7.62
2000-09-01,7.61
2000-10-01,7.59
2000-11-01,7.58
2000-12-01,7.18
2001-01-01,6.95
2001-02-01,6.85
2001-03-01,6.64
2001-04-01,6.82
2001-05-01,6.92
2001-06-01,6.78
2001-07-01,6.73
2001-08-01,6.5
2001-09-01,6.51
2001-10-01,6.26
2001-11-01,6.14
2001-12-01,6.48
2002-01-01,6.38
2002-02-01,6.31
2002-03-01,6.57
2002-04-01,6.5
2002-05-01,6.47
2002-06-01,6.2
2002-07-01,6.11
2002-08-01,5.89
2002-09-01,5.53
2002-10-01,5.68
2002-11-01,5.53
2002-12-01,5.39
2003-01-01,5.28
2003-02-01,5.1
2003-03-01,5
2003-04-01,5.01
2003-05-01,4.57
2003-06-01,4.32
2003-07-01,4.88
2003-08-01,5.38
2003-09-01,5.19
2003-10-01,5.15
2003-11-01,5.13
2003-12-01,5.08
2004-01-01,4.94
2004-02-01,4.9
2004-03-01,4.65
2004-04-01,5.16
2004-05-01,5.59
2004-06-01,5.63
2004-07-01,5.39
2004-08-01,5.18
2004-09-01,4.99
2004-10-01,4.96
2004-11-01,5.01
2004-12-01,5.01
2005-01-01,5
2005-02-01,4.91
2005-03-01,5.23
2005-04-01,5.14
2005-05-01,4.98
2005-06-01,4.83
2005-07-01,4.97
2005-08-01,5.04
2005-09-01,5
2005-10-01,5.28
2005-11-01,5.39
2005-12-01,5.35
2006-01-01,5.31
2006-02-01,5.47
2006-03-01,5.61
2006-04-01,5.87
2006-05-01,5.99
2006-06-01,6.03
2006-07-01,6.01
2006-08-01,5.79
2006-09-01,5.63
2006-10-01,5.64
2006-11-01,5.5
2006-12-01,5.44
2007-01-01,5.63
2007-02-01,5.61
2007-03-01,5.5
2007-04-01,5.63
2007-05-01,5.68
2007-06-01,6.05
2007-07-01,6.06
2007-08-01,6.02
2007-09-01,5.94
2007-10-01,5.84
2007-11-01,5.81
2007-12-01,5.89
2008-01-01,5.69
2008-02-01,5.79
2008-03-01,6.01
2008-04-01,5.94
2008-05-01,6.05
2008-06-01,6.36
2008-07-01,6.63
2008-08-01,6.66
2008-09-01,7.23
2008-10-01,8.64
2008-11-01,8.12
2008-12-01,7.12
2009-01-01,6.65
2009-02-01,6.87
2009-03-01,7.33
2009-04-01,6.94
2009-05-01,6.7
2009-06-01,6.32
2009-07-01,5.93
2009-08-01,5.58
2009-09-01,5.26
2009-10-01,5.21
2009-11-01,5.13
2009-12-01,5.19
2010-01-01,5.17
2010-02-01,5.27
2010-03-01,5.17
2010-04-01,5.14
2010-05-01,4.99
2010-06-01,4.93
2010-07-01,4.65
2010-08-01,4.35
2010-09-01,4.27
2010-10-01,4.18
2010-11-01,4.32
2010-12-01,4.73
2011-01-01,4.74
2011-02-01,4.84
2011-03-01,4.72
2011-04-01,4.72
2011-05-01,4.49
2011-06-01,4.47
2011-07-01,4.45
2011-08-01,4.15
2011-09-01,4.05
2011-10-01,4.18
2011-11-01,4.1
2011-12-01,4.1
2012-01-01,3.97
2012-02-01,3.86
2012-03-01,3.94
2012-04-01,3.87
2012-05-01,3.71
2012-06-01,3.57
2012-07-01,3.27
2012-08-01,3.3
2012-09-01,3.27
2012-10-01,3.12
2012-11-01,3.04
2012-12-01,3.1
2013-01-01,3.25
2013-02-01,3.32
2013-03-01,3.3
2013-04-01,3.12
2013-05-01,3.27
2013-06-01,3.74
2013-07-01,3.98
2013-08-01,4.11
2013-09-01,4.18
2013-10-01,3.97
2013-11-01,4.01
2013-12-01,4.08
2014-01-01,3.95
2014-02-01,3.81
2014-03-01,3.78
2014-04-01,3.71
2014-05-01,3.57
2014-06-01,3.6
2014-07-01,3.53
2014-08-01,3.46
2014-09-01,3.59
2014-10-01,3.43
2014-11-01,3.49
2014-12-01,3.42
2015-01-01,3.14
2015-02-01,3.18
2015-03-01,3.25
2015-04-01,3.16
2015-05-01,3.46
2015-06-01,3.72
2015-07-01,3.75
2015-08-01,3.68
2015-09-01,3.72
2015-10-01,3.62
2015-11-01,3.74
2015-12-01,3.72
2016-01-01,3.67
2016-02-01,3.54
2016-03-01,3.46
2016-04-01,3.25
2016-05-01,3.21
2016-06-01,3.08
2016-07-01,2.91
2016-08-01,2.92
2016-09-01,2.99
2016-10-01,3.09
2016-11-01,3.44
2016-12-01,3.7
2017-01-01,3.6
2017-02-01,3.59
2017-03-01,3.64
2017-04-01,3.46
2017-05-01,3.45
2017-06-01,3.31
2017-07-01,3.38
2017-08-01,3.28
2017-09-01,3.29
2017-10-01,3.35
2017-11-01,3.33
2017-12-01,3.34
2018-01-01,3.46
2018-02-01,3.76
2018-03-01,3.82
2018-04-01,3.88
2018-05-01,4.02
2018-06-01,4.03
2018-07-01,4.04
2018-08-01,3.99
2018-09-01,4.09
2018-10-01,4.21
2018-11-01,4.27
2018-12-01,4.14
2019-01-01,4.06
2019-02-01,3.91
2019-03-01,3.77
2019-04-01,3.66
2019-05-01,3.53
2019-06-01,3.27
2019-07-01,3.14
2019-08-01,2.79
2019-09-01,2.87
2019-10-01,2.84
2019-11-01,2.87
2019-12-01,2.86
2020-01-01,2.73
2020-02-01,2.51
2020-03-01,2.87
2020-04-01,2.69
2020-05-01,2.51
2020-06-01,2.27
2020-07-01,1.98
2020-08-01,1.93
2020-09-01,2
2020-10-01,2.06
2020-11-01,2.03
2020-12-01,1.98
2021-01-01,2.09
2021-02-01,2.22
2021-03-01,2.62
2021-04-01,2.58
2021-05-01,2.56
2021-06-01,2.44
2021-07-01,2.27
2021-08-01,2.26
2021-09-01,2.34
2021-10-01,2.53
2021-11-01,2.54
2021-12-01,2.53
2022-01-01,2.84
2022-02-01,3.15
2022-03-01,3.52
2022-04-01,4.1
2022-05-01,4.43
2022-06-01,4.68
2022-07-01,4.52
2022-08-01,4.49
2022-09-01,5.18
2022-10-01,5.73
2022-11-01,5.52
2022-12-01,5.11
2023-01-01,4.93
2023-02-01,5.09
2023-03-01,5.14
2023-04-01,4.88
2023-05-01,5.04
2023-06-01,5.19
2023-07-01,5.26
2023-08-01,5.46
2023-09-01,5.61
2023-10-01,6.05
2023-11-01,5.67
